book,author,publisher,price,detail
 编程珠玑 续 复杂编程和算法习题精粹 计算机科学领域20余年畅销不衰的不朽经典 程序员案头常备的精选书单 融深邃思想 实战技术与趣味轶事于一炉的奇书 带你真正领略计算机科学之美,乔恩·本特利,人民邮电出版社,¥36.40,非常有影响力的计算机科学著作之一 融深邃思想、实战技术与趣味轶事于一炉的奇书 带你真正领略计算机科学之美 多年以来，当让程序员推选喜爱的计算机图书时，《编程珠玑》总是位于前列。正如自然界里珍珠出自细沙对牡蛎的磨砺，计算机科学大师乔恩 本特利以其独有的洞察力和创造力，从磨砺程序员的实际问题中凝结出一篇篇编程 珠玑 ，成为世界计算机界名刊《ACM通讯》历*受欢迎的专栏，*终结集为两部计算机科学经典名著，影响和激励着一代又一代程序员和计算机科学工作者。本书为第二卷，秉承了*卷的风格，但本书涉及的范围更广，包括文档、小语言、性能监视、图形输出等。 在书中，作者选取许多具有典型意义的复杂编程和算法问题，生动描绘了历史上大师们在探索解决方案中发生的轶事、走过的弯路和不断精益求精的历程，引导读者像真正的
 华为HCIA-Datacom实验指南 华为数通认证考试自学教材，作者总结20多年工作学习经验，按照考试大纲要求，讲解基础知识+原理剖析+实战案例，助力读者通过华为应试。,王达,人民邮电出版社,¥112.30,1.内容丰富系统： 专业的网络技术基础知识介绍 技术原理剖析 实战案例剖析，方便读者阅读和学习。 2.作者经验丰富： 作者是多部华为ICT认证培训教材的作者，拥有20多年工作、学习以及图书创作经验，本书内容是作者宝贵经验的体现。 3.满足考试要求： 本书是经过查阅华为相关资料、深入了解考试大纲要求后编写，既可作为HCIA-Datacom认证考试自学用书，也可作为高校教材。
 大学计算机学习与实验指导（第5版） ,严晖,高等教育出版社,¥22.50,
 [图书]赢在用户:Web人物角色创建和应用实践指南|35295 ,,,¥24.65,★对所有负责网站设计运营的人来说，本书是您的 手册！ ★大量网站的实际案例，详尽地介绍了人物角色创建和应用的完整流程！ 本书将伴随您走过创建人物角色的每一个步骤，包括进行定性。定量的用户研究，生成人物角色分类，使人物角色真实可信等。您也将学会如何有效地通过这个工具，来完成从指导 体商业策略，到确定信息架构。内容和设计等细节的整个过程。 Steve Mulder的这本实用指南条理清晰、通俗易懂，阐述了充分发挥人物角色力量的最佳方法。 —Jesse James Garrett，AJAX之父 《The Elements of User Experience: User-Centered Design for the Web》的作者 Steve Mulder的研究和论述鼓舞了许多企业和团队通过研究人物角色去更好地了解他们的客户。我们这些年来一直缺少这样一本书，现在终于有了。
 数学基本问题的MATLAB解法 用MATLAB打通数学。MATLAB数值计算和工程计算。高等数学，线性代数，概率论，数值分析,王元昊,化学工业出版社,¥99.00,1、本书的定位是：用计算机语言打通数学。本书并不是讲MATLAB软件，而是讲解如何用MATLAB编程来解决数学问题。 2、面向初学者，尤其是对数学并不很擅长的读者。本书整体上体现出 数学知识的铺垫、MATLAB解决数学问题的思路、MATLAB编程的详细过程。
 智能控制——理论基础、算法设计与应用 智能控制经典教材，20年研究经验总结，系统论述智能控制理论基础、算法设计与应用！配套完善的教学课件！,刘金琨,清华大学出版社,¥44.30,智能控制是智能制造的重要技术，它是自动控制领域的前沿技术，也是一门综合性很强的多学科交叉的新兴学科，被称为自动控制理论发展的第三阶段。智能控制的发展为解决复杂的非线性、不确定系统的控制问题开辟了新的途径。为了促进智能控制和自动化技术的进步，反映智能控制设计与应用中的*研究成果，帮助广大研究人员和工程技术人员掌握和应用这一领域的*技术，并学会用MATLAB语言进行各种智能控制算法的分析和设计，作者编写了本书。本书内容涵盖模糊逻辑控制、自适应模糊控制、自适应神经网络控制和智能优化算法等多个研究方向，是一部内容全面的专业教材，具有如下特色： （1）控制算法取材新颖，内容先进，重点关注学科交叉部分的前沿研究，介绍了一些有潜力的新思想、新方法和新技术； （2）控制算法均给出了完整的MATLAB仿真程序，并给
 代码随想录——跟着Carl学算法 解析100+力扣原题，从容应对名企面试,孙秀洋,电子工业出版社,¥75.90,
 新编计算机科学概论(重点大学计算机教材) ,刘艺,机械工业出版社,¥28.00,
 恰如其分的软件架构（George Fairbanks） ,George,华中科技大学出版社,¥68.80,《恰如其分的软件架构》的作者在探讨比较多种架构风格的差异和利弊的基础上，结合自己的工作经验，提炼出通过风险驱动的软件架构设计方法，旨在弥补敏捷开发方法在实际工程应用中的不足。本书将理论与实践相结合，不仅条理清晰地描述了设计软件架设的各种思路，而且详细介绍了经过实践检验的建模方法和架构分析技巧。
 审计效率手册：用Excel高效完成审计工作 审计人员职场升级利器，专家详解如何利用Excel组合工具提升审计效率,涂佳兵,电子工业出版社,¥59.40,审计行业中的哪些人*适合看这本书？ 本书适合从事审计现场实务工作的人阅读。从函证、盘点、现金流量表编制、底稿复核等实务操作到如何利用IT审计的探讨，涵盖了审计工作的方方面面，从审计助理到项目经理都能够受益。 书中介绍了哪些提高审计效率的工具？ 书中介绍的工具主要有积木式询证函模板、银行流水核对工具、企业公告下载器 同行业数据获取工具、本福特定律检验工具、抽凭工具、底稿复核工具，等等。建议大家在阅读本书前，先下载本书附赠的电子资源（见 本书使用技巧 ）。
 IT项目管理（原书第9版） 经典IT项目管理教材全新升级，基于PMBOK指南（第6版），涵盖10大管理知识领域和5个过程组,凯西,机械工业出版社,¥85.90,
 Django Web开发实例精解 利用Django实现Python Web开发中常见问题的可操作解决方案！,爱达斯·班德拉蒂斯,清华大学出版社,¥119.20,Django是一个功能强大的Python Web框架，支持快速开发过程以及简洁、实用的设计方案。Django是高水准的Python编程语言驱动的一个开源模型，是一个视图、控制器风格的Web应用程序框架，它起源于开源社区。使用这种架构，程序员可以方便、快捷地创建高品质、易维护、数据库驱动的应用程序。另外，在Django框架中，还包含许多功能强大的第三方插件，使得Django具有较强的可扩展性。
 MATLAB仿真及其在光学课程中的应用（第3版） 基于MATLAB 2020a，通俗易懂，实例丰富，代码免费下载。配有课件和习题答案,胡章芳,北京航空航天大学出版社,¥34.50,重庆邮电大学胡章芳教授的MATLAB与光学课程结合的学习参考书，实例多，代码全，辅以课件和习题答案，可供教师教学参考、学生自学相关课程 用。
 Java核心技术 卷II 高级特性（原书第11版） Java领域影响力超群的著作，与《Java编程思想》齐名，10余年全球畅销不衰，广受好评；针对Java 11全面更新,凯·S.霍斯特曼,机械工业出版社,¥107.60,适读人群 ：使用Java技术进行实际项目开发的编程人员 伴随着Java的成长，《Java核心技术》从第1版到第10版一路走来，得到了广大Java程序设计人员的青睐，成为一本畅销不衰的Java经典图书。2019年底，针对Java SE 9、10和11的，《Java核心技术》第11版新鲜出炉，这一版有了大幅的修订和更新，不仅补充了Java新版本的新特性，还对之前比较晦涩的部分做了删改，用更清晰明了的示例加以解释，特别是对内容结构做了调整，从而更有利于读者学习和应用。它将续写从前的辉煌，使人们能及时跟上Java前进的脚步。 本卷主要介绍编程人员进行专业软件开发时需要了解的高级主题。
 OpenMP核心技术指南 化繁为简的OpenMP学习之旅！20余年教学经验精华+编程驱动模式+主动学习体验,蒂莫西,机械工业出版社,¥57.00,
 面向对象是怎样工作的（第3版）/程序是怎样跑起来的（第3版）/计算机是怎样跑起来的/网络是怎样连接的 ,,,¥130.60,
 Python深度学习算法实战 chatgpt聊天机器人 机器学习的数学原理 tensorflow机器学习实战 人工智能算 用通俗易读的语言详细介绍了当前流行的深度学习算法、各种算法背后的数学原理及在TensorFlow中的实现方法。内容安排由浅入深，算法介绍从基础到高级，循序渐进，并结合大量的动手实践。,苏达桑·拉维尚迪兰,水利水电出版社,¥108.00,本书读者对象为：想学习深度学习算法的机器学习工程师、数据科学家、人工智能开发人员，以及有一定Python编程和机器学习经验，想进一步学习神经网络和深度学习技术的所有人。 本书以实践的形式详细介绍了从基础到高级的一些流行的深度学习算法，并通过TensorFlow对这些算法进行了编程实现。通过本书，读者将深入了解每一种算法、算法背后的数学原理，以及各种算法的实现方法。学完本书后，读者将具备在自己的项目中实现深度学习所需的技能。 1、构建自己的神经网络的方法及TensorFlow的使用方法。 2、梯度下降算法及变体的应用方法及编程实现，如 NAG、AMSGrad、Adadelta、Adam、Nadam 等。 3、循环神经网络RNN、卷积神经网络CNN和长短期记忆网络LSTM的工作原理。 4、卷积网络和胶囊网络的各种架构、背后的数学知识及在TensorFlow的编程实现。 5、如何让机器使用
